ID,CharName,Gender,HairColor,Tags,Description,url,MAL_ID
268,Sakura HARUNO,Female,Pink,"Headbands,Ninja,VerbalTic","Sakura is a young female ninja who was one of Naruto ’s classmates at the academy. She is extremely talented at manipulating chakra and has a solid understanding of the fundamentals of ninja techniques. She can be quite violent, particularly towards Naruto who often bears the brunt of her annoyance, but when it comes to Sasuke , she is all smiles and sweetness. Sakura has an intense rivalry with Ino , whom she was once friends with when she was younger, and they both take every chance to outdo one another.",https://www.anime-planet.com/characters/sakura-haruno,34566.0
559,Gaara,Male,Red,"EarthPowers,ElementalPowers,Ninja,NoEyebrows,Stoic,Tattoos","Gaara is a powerful ninja from the Hidden Village of the Sand. He is the son of the Fourth Kazekage and is teamed with Kankuro and Temari . He has the ability to control sand, which acts as both an impenetrable defense and a deadly weapon. Much like Naruto , Gaara had a lonely childhood, and despite having a tattoo of the kanji for 'love' on his forehead, his emotionless and ruthless personality combined with his power makes the boy a truly formidable foe.",https://www.anime-planet.com/characters/gaara,34566.0
313,Asuna YUUKI,Female,Brown,"Braids,Cooks,PersoninaStrangeWorld,SwordFighters,Teenagers,VideoGamers,Warriors","Greatly skilled with a rapier and a member of the Knights of the Blood, Asuna the Flash is one of thousands of players trapped in Sword Art Online. The girl is famous in the game for her beautiful looks, battle prowess, and long, chestnut-colored hair. Additionally, Asuna’s cooking skill is maxed out at the highest level, enabling her to prepare top-quality dishes. Asuna normally wears a gloomy and serious expression but lightens up around the few people whose company she enjoys, like her friend Lizbeth . She repeatedly crosses paths with lone swordsman Kirito , typically when she's focused on guild duties such as clearing the latest floors of SAO’s dungeons or patrolling towns.",https://www.anime-planet.com/characters/asuna-yuuki,11757.0
110,Erza SCARLET,Female,Red,"Armor,BlindingBangs,Bossy,MagicUsers,SwordFighters,Warriors","Erza is the strongest female wizard in the Fairy Tail guild and she has the magical ability to summon all sorts of weapons and armour as and when she needs it. She has a terrifying and harsh personality, and frequently strikes fear into the other guild members. As such she is the only one who can stop Natsu and Gray from fighting, as they don’t dare risk feeling her wrath.",https://www.anime-planet.com/characters/erza-scarlet,6702.0
383,Roy MUSTANG,Male,Black,"Military,Gloves,FirePowers,ElementalPowers,Alchemists,Adults","Colonel Mustang is one of the army's most powerful state alchemists. Going by the nickname of the Flame Alchemist he specialises in fighting with fire through the aid of his custom-made gloves. Mustang is a particularly ambitious man who aims to make it to the top of the military, and his loyal subordinates help him in any way they can. Though he can appear to be quite ruthless, Mustang has a strong sense of justice, cares deeply for his friends and frequently turns on the charm around beautiful ladies.",https://www.anime-planet.com/characters/roy-mustang,121.0
123,Monkey D. Luffy,Male,Black,"TreasureHunters,Teenagers,Superpowers,Scars,Sailors,Pirates,Hats,EternalOptimists,Charismatic,BigEaters,Airheads","Since his encounter with Shanks as a child, Luffy has dreamed of finding the lost treasure of the infamous Gol D. Roger , One Piece, and become the king of the pirates. Having gained the power of the Gum-Gum devil fruit, Luffy is a rubber-man capable of stretching every part of his body as he sees fit, which with his humungous appetite is just as well! He is a bit dense at times, but is incredibly loyal to both his friends and those who have been kind to him. His eternal optimism, luck and knack for inspiring those around him prove invaluable resources on his quest to conquer the most treacherous ocean in the world: The Grand Line.",https://www.anime-planet.com/characters/monkey-d-luffy,21.0
574,Hinata HYUGA,Female,Black,"Dandere,ExoticEyes,Ninja,Shy","Hinata is the quiet heiress to the Hyuuga clan. Though she is not the strongest of ninja and constantly lives in the shadow of her cousin, Neji , she tries her hardest during missions. She is able to use Byakugan – the genetic trait of the Hyuuga family, which allows her to see chakra. She is extremely shy, especially around Naruto whom she has a crush on.",https://www.anime-planet.com/characters/hinata-hyuga-naruto,34566.0
238,Misa AMANE,Female,Blonde,"Hyperactive,Idols,Pigtails",Unknown,https://www.anime-planet.com/characters/misa-amane,1535.0
176,Alphonse ELRIC,Male,Blonde,"Alchemists,AnimalLovers,Armor,EternalOptimists,Teenagers","Alphonse is Edward 's younger brother and, though he was once human, Al now exists as a soul attached to an empty suit of armour. Despite losing his ability to eat and sleep, Al is an exceptionally kind and optimistic boy. He tends to be more level-headed than his brother and is both a skilled fighter and alchemist. Al also shows a lot of compassion towards others, especially when it comes to cute little kitties.",https://www.anime-planet.com/characters/alphonse-elric,121.0
223,Death The Kid,Male,Multicolored,"AgentsoftheAfterlife,Bossy,DualWielders,Gunslingers,Shinigami,Teenagers","As son of the Shinigami, he attends Shibusen choice in order to raise his own pair of death scythes in Liz and Patti. While his sense of honor and duty lead him to be a devoted son, diligent investigator, and an able combatant, his defining characteristic would be his crippling obsession with symmetry. Even in the midst of heated combat, Kid will pause to worry whether the pictures on his mantle are all level and in the proper arrangement. After the demands of his compulsion, his love of his father and Shibusen are the principles which calibrate his moral compass.",https://www.anime-planet.com/characters/death-the-kid,3588.0
247,Ichigo KUROSAKI,Male,Orange,"Teenagers,SwordFighters,Shinigami,OversizedWeapons,HighSchoolStudents,AgentsoftheAfterlife","Ichigo is a tough high school student who has gained the various abilities of a shinigami. He is incredibly powerful, though the source of his sheer strength is somewhat of a mystery. He tends to delve into fights with his ‘attack first, think later’ attitude and though he has always had a tough guy image, Ichigo is exceptionally protective of those close to him, and will always risk his life to save them. Ichigo’s sword, Zangetsu, is different from most other zanpakutou in that not only does it lack a hilt, but also it constantly exists in its released state.",https://www.anime-planet.com/characters/ichigo-kurosaki,269.0
122,Shikamaru NARA,Male,Black,"Analytical,DarknessPowers,ElementalPowers,Lazy,Ninja,Piercings,Ponytail","Shikamaru was in the same class as Naruto at the Ninja academy and is now part of a team with Ino and Chouji . He is very laid back to the point of being lazy; he often sees missions as troublesome. He is quite close to his team leader, Asuma , and the pair regularly plays shougi together. Shikamaru specialises in jutsu which manipulate shadows, but his true strength lies in his ability to think up the best strategies for defeating an enemy.",https://www.anime-planet.com/characters/shikamaru-nara,34566.0
282,Jiraiya,Male,White,"Adults,Beastmasters,FaceMarkings,Flirts,Headbands,HeavyDrinkers,Ninja,Perverted,Writers","Jiraiya is one of the three legendary ninja of Konoha alongside Tsunade and Orochimaru , and primarily covertly gathers information to help the village. He is rather perverted and takes any opportunity that he can to spy on beautiful women in the bath, often claiming that it is research for his next Make-out Paradise novel. In battle Jiraiya is not only well trained in using both ninja and sage techniques but he can also summon toads to aid him, including the gigantic Gamabunta .",https://www.anime-planet.com/characters/jiraiya,20.0
105,Zoro RORONOA,Male,Green,"Bandanas,DualWielders,Muscular,NoSenseofDirection,Piercings,Pirates,Sailors,Scars,Sleepyheads,SwordFighters","Before joining Luffy , Zoro was known and feared worldwide as a notorious pirate hunter. He is renowned for fighting with three swords – one in each hand and one in his mouth. Zoro’s extraordinarily powerful three-sword style of fighting mixed with his sheer will and determination to become the greatest swordsman in the world make him a formidable foe. Though he spends a lot of time sleeping, and is near on impossible to wake, he is always raring to go when there’s a fight to be won, especially if it’s against another swordsman. But a word of advice: never let Zoro lead the way, as his abysmal sense of direction allows him to get lost even when following a straight path!",https://www.anime-planet.com/characters/zoro-roronoa,21.0
477,Taiga AISAKA,Female,Brown,"HighSchoolStudents,Hot-Headed,Teenagers,Tsundere","The ""Palmtop Tiger"" is one of the most feared students in the school despite her diminutive size. Estranged from her divorced parents, she lives alone in a spacious but squalid apartment located next door to the tiny Takasu residence. Despite her imperious outward attitude, she can be a steadfast friend to those she cares about and has been close to Minori since they were children. She harbors a crush for Yuusaku dating back to his confession during the previous school year.",https://www.anime-planet.com/characters/taiga-aisaka,4224.0
180,Near,Male,White,"Analytical,Detectives,Teenagers",Unknown,https://www.anime-planet.com/characters/near,1535.0
725,Shou TUCKER,Male,Brown,"SingleParents,Scientists,Glasses,Alchemists,Adults",Unknown,https://www.anime-planet.com/characters/shou-tucker,121.0
388,Killua ZOLDYCK,Male,White,"Analytical,Assassins,Children,SweetTooth","Coming from a long line of world-renowned assassins, Killua is expected to follow in his family's footsteps. Unfortunately for them, it seems their protege has different ideas. Never far from his beloved skateboard, Killua and Gon become firm friends.",https://www.anime-planet.com/characters/killua-zoldyck,136.0
125,Gray FULLBUSTER,Male,Black,"ElementalPowers,Frequently-Naked,Hot-Headed,IcePowers,MagicUsers",Gray is one of the Fairy Tail wizards who specialises in Ice magic. He has a fierce rivalry with Natsu and the pair frequently argues about anything and everything. Gray also has a habit of randomly stripping off down to his pants without realising it at the most inappropriate moments.,https://www.anime-planet.com/characters/gray-fullbuster,6702.0
460,Kanade TACHIBANA,Female,White,"StudentCouncil,Stoic,Kuudere,ArmBlades","The eternal enemy of the SSS, Kanade Tachibana is the stoic president of the student council. Pronounced to be a manifestation of God by Yuri and the gang, Kanade is constantly at odds with the group, fighting them with supernatural weapons that kill with ease, yet her true motives or feelings are unclear. Though rarely seen, Kanade has an affinity for spicy mapo tofu.",https://www.anime-planet.com/characters/kanade-tachibana,6547.0
351,Lucy HEARTFILIA,Female,Blonde,"Writers,Summoners,MagicUsers","Lucy is a young woman who has only just joined the Fairy Tail guild. As a celestial wizard she summons spirits to her side in battle using keys that she acquires either through purchase or adventuring. Lucy is not always prepared for the dangerous nature of some missions, and prefers to stay out of harm's way unless a considerable amount of money or a rare celestial key is up for grabs. She isn’t as feral or as powerful as Natsu , but she tries her hardest. Though she idolizes Mirajane , Lucy has considerable confidence in her own appearance.",https://www.anime-planet.com/characters/lucy-heartfilia,6702.0
944,Lucy,Female,Pink,"BlindingBangs,Frequently-Naked,Horns,Ruthless,SplitPersonality,Teenagers",Unknown,https://www.anime-planet.com/characters/lucy,226.0
166,Happy,Male,Multicolored,"Wings,MagicUsers,Cats,BigEaters,Anthropomorphic,Animals","Happy is a small, blue cat that travels everywhere with Natsu . Like his companions, Happy is quite easy going and has a large appetite, often placing food as his top priority. Happy has the ability to use magic that causes small wings to sprout from his back for a short time, allowing him to carry one person as he flies, which is also the only method of transportation that doesn’t cause Natsu to become ill.",https://www.anime-planet.com/characters/happy,6702.0
231,Maes HUGHES,Male,Black,"Adults,FacialHair,Glasses,KnifeFighters,Military",Unknown,https://www.anime-planet.com/characters/maes-hughes,121.0
291,Kisuke URAHARA,Male,Blonde,"AgentsoftheAfterlife,Hats,Inventors,Merchants,Scientists,Shinigami,SwordFighters","Urahara is the former captain of the twelfth squad however he was exiled from Soul Society, now he resides in Karakura town and runs his own shop. He is a mysterious man with a cheeky and playful side, but while it appears that he takes very little seriously, Urahara is an extremely powerful genius. His zanpakutou is named Benihime, which resides within his cane.",https://www.anime-planet.com/characters/kisuke-urahara,269.0
119,Rock Lee,Male,Black,"Bandages,EpicEyebrows,EternalOptimists,HonorableFighters,Ninja","Lee is a young ninja, who for a long time was considered a failure for his complete lack of ability when it comes to ninjutsu and geijutsu, however his extreme hard work and persistence have made him a master at taijutsu fighting arts. He has a very close relationship with his mentor, Might Guy , and has even adopted the same bizarre appearance as him. He has a strong moral code, a good heart and an unrelenting enthusiasm for life, particularly when it comes to the joy of youth.",https://www.anime-planet.com/characters/rock-lee,34566.0
419,Soul EVANS,Male,White,"Headbands,Musicians,Pianists,Shapeshifters,SharpTeeth,Teenagers",Unknown,https://www.anime-planet.com/characters/soul-evans,3588.0
318,Ash's Pikachu,Male,Multicolored,"Bossy,ElementalPowers,LightningPowers,Mischievous,Pokemon,RosyCheeks,Tails","Pikachu is Ash's first Pokemon. Though he can only say his own name, he still manages to communicate well with both Pokemon and humans, and makes friends easily. In battle, he makes use of powerful lightning attacks and quick strikes to beat most any opponent. He is occasionally very stubborn, refusing, for example, to enter a pokeball, even when commanded by Ash.",https://www.anime-planet.com/characters/ashs-pikachu,527.0
289,Winry ROCKBELL,Female,Blonde,"Hot-Headed,Mechanics,Orphans,Piercings,Ponytail,Teenagers",Unknown,https://www.anime-planet.com/characters/winry-rockbell,121.0
101,Orochimaru,Male,Black,"Adults,Beastmasters,Manipulative,Necromancers,Ninja,OverlyLongTongues,Piercings,Ruthless","Orochimaru is one of the legendary three ninjas of Konoha and is a naturally gifted shinobi. He is fixated with mastering every single technique and he intends to achieve immortality in order to do so. He has no qualms about using forbidden jutsu and he will experiment on, use or kill people without hesitation to further his goals. He is able to summon snakes in battle and is one of the very few people capable of summoning Manda .",https://www.anime-planet.com/characters/orochimaru,34566.0
814,Yato,Male,Purple,"Bandanas,Deities,Exorcists,Mercenaries,SwordFighters,Immortal",Unknown,https://www.anime-planet.com/characters/yato-noragami,20507.0
399,Alucard,Male,Black,"Bloodthirsty,DarknessPowers,ElementalPowers,Gloves,Gunslingers,Hats,Immortal,Sadistic,Sunglasses,Vampires","Alucard is a vampire that works for the Hellsings, a noble family that serves the British Crown. He is very powerful, often seems egotistical and arrogant, frequently speaks out and exhibits a violent disposition. However, he is frightfully loyal to Integra Hellsing and obeys nearly every command for various reasons, including his passion for battle.",https://www.anime-planet.com/characters/alucard,270.0
187,Kenpachi ZARAKI,Male,Black,"AgentsoftheAfterlife,Anti-GravityHair,Bloodthirsty,EyePatches,Muscular,NoEyebrows,NoSenseofDirection,Scars,Shinigami,SwordFighters","Kenpachi is the wild and bloodthirsty captain of soul society’s Eleventh Squad. He cares little for the politics of soul society or its fate, but is happy as long as he gets to fight. He is a tall muscular shinigami with an enormous amount of spiritual energy. Though he is a monster in battle and attacks his foe relentlessly, he often purposely holds back in fights in order to prolong his enjoyment. Kenpachi’s zanpakutou has no name and no apparent abilities; it is also incredibly worn and battered from its long battle history.",https://www.anime-planet.com/characters/kenpachi-zaraki,269.0
211,Rukia KUCHIKI,Female,Black,"SwordFighters,Shinigami,Nobility,IcePowers,ElementalPowers,AgentsoftheAfterlife","Rukia is the adopted sister of Byakuya and a shinigami in the thirteenth squad. She has a very close relationship with Ichigo as well as her childhood friend, Renji . Though she has a cool demeanour and is talented at both kidou and swordsmanship, she has absolutely zero artistic ability, which is often the subject of much mockery from her friends. Rukia's zanpakutou is Sode no Shirayuki, a pure white ice-type sword widely believed to be the most beautiful katana in soul society.",https://www.anime-planet.com/characters/rukia-kuchiki,269.0
375,Riza HAWKEYE,Female,Blonde,"Adults,Gunslingers,HairBuns,Military,Snipers",Unknown,https://www.anime-planet.com/characters/riza-hawkeye,121.0
117,Goku SON,Male,Black,"Anti-GravityHair,BigEaters,EternalOptimists,HonorableFighters,MartialArtists,Muscular",Unknown,https://www.anime-planet.com/characters/goku-son,223.0
1111,Mello,Male,Blonde,"Analytical,SweetTooth,Teenagers",Unknown,https://www.anime-planet.com/characters/mello,1535.0
200,Orihime INOUE,Female,Orange,"Teenagers,Superpowers,HighSchoolStudents,Clumsy,BrokenRecord","Orihime is Ichigo ’s classmate. She is a bit ditzy and has a bizarrely unique taste in food, but she has a kind heart and never wants to see anyone get hurt. Though she is often naïve and a bit on the clueless side, Orihime is one of the first to notice when something isn’t right – particularly when it comes to Ichigo. Despite being one of the weakest in battle, Orihime tries her hardest to protect her friends using the six spirits contained in her hairclips.",https://www.anime-planet.com/characters/orihime-inoue,269.0
342,Izaya ORIHARA,Male,Black,"Adults,Analytical,InformationBrokers,KnifeFighters,Manipulative,Mischievous,Sadistic",Unknown,https://www.anime-planet.com/characters/izaya-orihara,6746.0
398,Alex Louis ARMSTRONG,Male,Blonde,"Adults,Alchemists,Artists,FacialHair,HairAntenna,MagnificentMustaches,Military,Muscular,NoEyebrows",Unknown,https://www.anime-planet.com/characters/alex-louis-armstrong,121.0
358,Shizuo HEIWAJIMA,Male,Blonde,"Adults,Bodyguards,Hot-Headed,Smokers,Sunglasses","Violent and hot-blooded, Shizuo is known as the strongest man in Ikebukuro. Though he works as a bodyguard, his bartender's garb and stylish shades make him instantly recognizable to residents of the district. He hates Orihara Izaya and attacks him on sight--usually with a thrown vending machine.",https://www.anime-planet.com/characters/shizuo-heiwajima,6746.0
415,Toshiro HITSUGAYA,Male,White,"SwordFighters,Shinigami,IcePowers,ElementalPowers,AgentsoftheAfterlife","Hitsugaya is the youngest of all the thirteen captains and leads the tenth squad. Despite his youthful appearance, Hitsugaya has a very serious personality and tends to get very irritated when anyone remarks upon his age. He is incredibly mature and is not one for joking around, entirely unlike his vice captain, Rangiku Matsumoto . His zanpakutou is Hyourinmaru, the most powerful ice-type sword in Soul Society.",https://www.anime-planet.com/characters/toshiro-hitsugaya,269.0
191,Neji HYUGA,Male,Black,"ExoticEyes,Headbands,Ninja,Teenagers","Neji is an exceptionally gifted ninja. As a member of the branch family of the Hyuuga clan his skills have long been overlooked despite being a natural talent with an incredible ability to use Byakugan. Neji is very mature for his age and tends to keep his cool in any situation, thinking things through logically and carefully. He appears to have a cold demeanour and is not the most sociable of the Konoha ninja.",https://www.anime-planet.com/characters/neji-hyuga,20.0
198,Minato NAMIKAZE,Male,Blonde,"Adults,Beastmasters,Headbands,Ninja",Minato was the Fourth Hokage of Konoha who lost his life several years ago after defeating the Nine-Tailed Demon Fox by sealing him inside the newborn Naruto . He was an extremely powerful ninja known as ‘Konoha’s Yellow Flash’. He trained under Jiraiya and later went on to teach Kakashi when he became a jounin.,https://www.anime-planet.com/characters/minato-namikaze,16870.0
197,Franken STEIN,Male,Grey,"Adults,Doctors,EyeBags,Glasses,Sadistic,Scars,Scientists,Smokers,Teachers","Stein is known and respected as Shibusen's strongest three-star technician. Though his precise control over his soul's wavelength allows him to use any weapon, he specializes in hand-to-hand combat, where he can use and nullify wavelength attacks to incredible effect. Stein teeters on the precipice between sanity and madness as his desire to dissect everything wars with his wishes for order.",https://www.anime-planet.com/characters/franken-stein-soul-eater,3588.0
112,Kabuto YAKUSHI,Male,Grey,"Analytical,Glasses,Headbands,Ninja,Ponytail","Kabuto is a highly intelligent and cunning young ninja. He gathers data on all of his opponents in order to find their Achilles' heels. He is very skilled in medical ninjutsu, even utilising it in battle to weaken or debilitate his opponent. While Kabuto appears friendly, helpful and loyal on the outside, it is difficult to discern his true intentions and objectives.",https://www.anime-planet.com/characters/kabuto-yakushi,34566.0
359,Sanji,Male,Blonde,"BlindingBangs,Cooks,EpicEyebrows,FacialHair,Flirts,Perverted,Pirates,Sailors,Smokers","Sanji is the Straw Hat’s extremely talented chef and a notorious flirt! Having trained under Red Leg Zeff at the Baratie floating restaurant he aims to fulfil his dream of finding ‘All Blue’ – an elusive sea thought to be a cook’s paradise. He is a true gentleman – but only towards women, and can often be found trading insults with Zoro . Since hands are a chef’s most important tools, Sanji fights using only his legs; that is when he’s not fawning over the nearest beauty.",https://www.anime-planet.com/characters/sanji,21.0
251,Maka ALBARN,Female,Blonde,"Bookworms,HighSchoolStudents,Pigtails,ScytheWielders,Teenagers,Warriors","Honest, forthright, friendly, and studious, Maka is both a steadfast companion and a capable meister. Academically, she sits at the top of her class and her practical skills are nothing to scoff at. Living alone with her parter Soul, she strives to be strong like her absentee mother from whom she receives a yearly postcard. In contrast, Maka detests her womanizing father, Death Scythe, and spurns any and all attention he lavishes on her.",https://www.anime-planet.com/characters/maka-albarn,3588.0
304,Black Star,Male,Turquoise,"BigEgo,Hot-Headed,MartialArtists,Ninja,SwordFighters,Tattoos,Teenagers","Though technically a ninja, Black Star's overflowing confidence leads him to act flamboyantly in every situation instead of using stealth. He meets any challenge head on and trains constantly in his mission to ""surpass God"". In addition, he is fiercely protective of all his friends, and would never abandon them. Despite the fact that his partner, Tsubaki has three different weapon forms, Black Star's true abilities lie in hand-to-hand combat where he can make use of his soul's wavelength to amplify the power of his blows.",https://www.anime-planet.com/characters/black-star,3588.0
78,Kyo SOHMA,Male,Orange,"Tsundere,TransferStudents,Teenagers,MartialArtists,Hot-Headed,HighSchoolStudents,Cursebearers",Unknown,https://www.anime-planet.com/characters/kyo-sohma,120.0
391,Yoruichi SHIHOUIN,Female,Purple,"AgentsoftheAfterlife,Dark-skinned,MartialArtists,Nobility,Ponytail,Shapeshifters,Shinigami","Yoruichi is the former captain of the second protection squad and previous commander of the covert ops. Though she is a member of the noble Shihouin family, Yoruichi acts little like a princess and not only demonstrates more masculine traits but also enjoys teasing people at times. She is highly intelligent and witty, and she has the ability to transform herself into the form of a black cat when the occasion arises. She is a master at hand-to-hand combat as well has being exceptionally skilled at the flash step.",https://www.anime-planet.com/characters/yoruichi-shihouin,269.0
370,Byakuya KUCHIKI,Male,Black,"SwordFighters,Stoic,Shinigami,Nobility,Gloves,BigEgo,AgentsoftheAfterlife","Byakuya is the captain of the sixth squad and heir to one of Seireitei’s four noble houses. He takes his job very seriously and his strong sense of pride and aloof nature often makes him appear cold-hearted. Byakuya is very powerful in battle and wields Senbonzakura, a mighty zanpakutou capable of transforming into blades resembling cherry blossom petals.",https://www.anime-planet.com/characters/byakuya-kuchiki,269.0
275,Ulquiorra SCHIFFER,Male,Black,"FaceMarkings,Horns,Ruthless,Stoic,SwordFighters","Ulquiorra is one of the strongest of the Espada and one of the most trusted. He has a consistently calm demeanour about him and he never shows any emotion whatsoever; very little actually surprises him. He has a great confidence in his abilities and doesn’t hesitate to look down on anyone below him, often appearing wholly cold and callous. Unlike Grimmjow , Ulquiorra is not easily antagonised and will only fight when necessary.",https://www.anime-planet.com/characters/ulquiorra-schiffer,269.0
898,Gon FREECSS,Male,Black,"Anti-GravityHair,Charismatic,Children,EternalOptimists,UnconventionalWeapon","Living alone with his aunt Mito, Gon is an adventurous young boy who is intrigued by his mysterious father. Holding onto a lone picture of his dad, Gon one day dreams of following in his footsteps to become a world famous hunter. Always cheerful and upbeat, he seems to completely lack a negative side and pushes his friends to be as successful as he is.",https://www.anime-planet.com/characters/gon-freecss,136.0
382,Shiro,Female,White,"Analytical,Children,ChildProdigies,NEET,PersoninaStrangeWorld,RapunzelHair,RosyCheeks,Royalty,VideoGamers",Unknown,https://www.anime-planet.com/characters/shiro-no-game-no-life,19815.0
489,Konata IZUMI,Female,Blue,"Cosplayers,HairAntenna,HighSchoolStudents,Lazy,Mischievous,Moles,Otaku,PartTimeEmployees,RapunzelHair,Teenagers,VideoGamers,Waiters","A rabid otaku, Konata sees everything through anime-colored glasses. While her twisted logic makes perfect sense to fellow fans, her friends Kagami and Tsukasa often wonder if she's from the same planet. She is utterly devoted to her Ga**s points cards and collection of video games and manga, going so far as to obtain part-time work to support her habit. Luckily, she's good enough at cramming to maintain her grades.",https://www.anime-planet.com/characters/konata-izumi,3958.0
